Job Title,Job Category,Company Name,Salary,Requirements,Level of Education
Remote Canva Creative Specialist,Full time,Snaphunt,"IDR 25,376,424.00 per Month","Bachelor’s degree in Graphic Design, Digital Media, or a related field.
Proven expertise and a track record of success in using Canva for professional design projects.
Strong leadership, analytical, and communication skills.
Collaborative mindset with the ability to work effectively in a team and cross-functional setting.
Bonus pickles if you have experience with the Affinity suite of tools.",
REMOTE Business Development,Full time,PT Sinergi Performa Cipta,Rp 3.000.000 - Rp 5.000.000 / month,"Willing to familiarize themselves with the vision and mission of the company, strive to achieve the set goals and objectives.
Conduct market research and identify potential clients.
Fostering strong relationships with new clients, while maintaining existing client relationships.
Collect and maintain client information in a CRM database.
Work closely with staff across departments to implement growth strategies.
Develop and implement sales strategies, client service and retention plans, and analyze sales data to inform or update marketing strategies.
Help draw up a business plan, sales promotion, presentation, reference materials and other necessary documents.
Have the ability to manage multiple projects simultaneously and meet deadlines.
Identify new business opportunities and partners.
Demonstrate strong interpersonal skills with the ability to engage effectively with different levels of management, staff, and clients.
Male / Female
Experienced
Diploma
22 - 35 years old",
General Admin,Full time,PT Hydromart Utama Indonesia,Rp 4.500.000 - Rp 5.500.000 / month,"Schedule an event or meeting
Prepare office stationery and other supplies
Set up internal database
Sending expense reports
Keeping employee records (physical and digital)
Maintain a filing system for customer and external partner data
Distribute incoming and outgoing mail
Prepare reports and regular presentations
Organize, store and print company documents as needed
Answer and divert phone calls
Making travel arrangements
Handling questions from managers and employees
Update office policies and ensure compliance with them
Male / Female
No Work Experience
Diploma
No age limit
Accept candidates without a photo of themselves
10 km Radius from the job site",
,,,,,
Remote Production Coordinator,Full time,Design Pickle,"IDR 25,376,424.00 per Month
","A passion for our purpose: to be the most helpful creative platform in the world.
In-depth knowledge of the creative development and production process, enabling successful fulfillment of the vision and implementation of creative briefs.
Proficient in coordinating multiple projects concurrently while dealing with diverse stakeholders.
Attention to detail with exceptional organizational ability.
Proficient in project and relationship management.
Outstanding communication and problem-solving skills, with an aptitude for collaboration across multiple teams.
Practical understanding of Adobe Creative Cloud: Photoshop, Illustrator, InDesign, After Effects, Premiere Pro, and Acrobat.
Practical understanding of Canva, Figma, Microsoft PowerPoint, and Google Slides.
Resourceful and self-motivated individual who excels in a fast-paced environment.
Proficient in organizing and comprehending project requirements, even when they may not be well-defined.
Experience with project management platforms.
Daily interaction with clients, mainly through Slack and Email, with multiple virtual meetings weekly.
Business-Level English skills and ability to collaborate with cross-functional and international teams, including other Production Coordinators, Quality specialists, Customer Success Representatives, and Enterprise Level Customers.
Strong organizational and time-management skills, and the ability to prioritize tasks and meet deadlines to ensure timely delivery of high-quality work.
Decision-making, negotiation, and forward-thinking skills.
Experience working with ticket management tools.",
Admin E-Commerce,Part-time,PT. MAX FASHION GROUP,"Rp 9,000,000 - Rp 11,000,000 per Month","Women
Bachelor Degree (S1) In Accounting
Age 18-39
Minimum 1 year experience
Able to work independently and in a team
Understanding data capture
Master Ms. Office especially Excel
Menguasai komputer (Ms. office)",
Warehouse Staff,Full time,PT Sukses Amindo,Rp 6.000.000 - Rp 10.000.000 / month,"Male and female
Pendidikan minimal SMA / SMK – S1
Able to operate computer (Ms. office)
Pendidikan minimal D3 dan S1 (head of Warehouse, Supervisor, Audit)
Candidate must possess at least a Bachelor's degree, Master's Degree / Post Graduate Degree, Engineering (Civil), Engineering
Able to operate computer (Ms. office)
Able to work in a Team
Willing to work overtime",
Remote Graphic Designer (Specialist in Logo & Branding),Full time,Snaphunt,"IDR 17,449,047.00 per Month","Can actively communicate with customers in written English in real-time.
Have graphic design experience.
Have a friendly, positive, and great team player attitude!
Possess strong attention to detail.
Can demonstrate proficiency in Adobe Photoshop, Illustrator, and InDesign.
Have experience creating presentations in PowerPoint, and Google Slides.
Have experience utilizing Canva.
Enjoy looking up and learning new things quickly.
Have an eye for accuracy, detail, and quality control.
Have excellent communication and client handling skills (Customer Support experience is a plus!).
Advanced knowledge in Adobe CC programs required
Friendly and positive attitude
Great team player attitude
Experience handling customers
Own reliable computer that meets these Requirements
Internet connection above 20 Mbps",
Operations Supervisor,Full time,Third Party Formations,Rp 10.000.000 - Rp 20.000.000 / month,"A bachelor's degree in Business Administration, Operations Management, or a related field (preferred but not always required).
Demonstrated experience in an operational role or supervisory position.
Preference is usually given to people with relevant experience in a specific industry of the enterprise (for example, manufacturing, finance, insurance, logistics, retail, car sales).
Familiar with safety regulations and operational best practices.
Strong leadership and team management skills.
Excellent communication and interpersonal skills.
Analytical thinking and problem solving skills.
Ability to prioritize tasks and manage time effectively.
Ability to oversee multiple processes and ensure each process meets quality and efficiency standards.
Make operational decisions quickly and effectively with confidence, often under pressure.",
Admin Accounting,Full time,PT Winta Ekasarana,Rp 6.000.000  - Rp 10.000.000 / month ,"Male and female
D3 from reputable university
Minimum 2 years working experience in the same field
Fresh Graduate Wellcome
Good command in English both oral and written
Good communication and interpersonal skill
Good communication and interpersonal skills",
Customer Service Agent,Full time,Deliveree On-Demand Logistics (Southeast Asia),Rp 5.000.000   - Rp 6.000.000  / month,"No minimum or maximum year of working experience
Minimum education of a 3-year diploma degree (D3) or above
GPA 3.0 or higher 
All majors welcome to apply
Good English skills
Good speaking and writing skills
Fast typing skills
Willing to work on shifted schedule
Self-motivated, independent, and hardworking
Multitasking skills and detail-oriented",
Remote Motion Graphics Artist,Full time,Snaphunt,"IDR 22,207,878.00 per Month","Proficiency in  Adobe After Effects, and Adobe Premiere Pro for creating videos and animations. 
Knowledge of  Adobe Photoshop,   and Adobe Illustrator, to support the creation and edition of assets used in motion graphics-related projects.
Experience in conceptualizing and producing unique Motion Graphics on client requirements.
Strong organizational and time-management skills for effective project management.
Effective communication and collaboration skills to ensure client satisfaction.
Intermediate/Advanced English proficiency (Upper Intermediate B2 English level) , both orally and in writing, for effective client communication and seamless team interactions in the region.
Robust Demo Reel demonstrating proficiency in the Types of Animation as mentioned above. ",
Sales Marketing Manager,Full time,MEDIA SALES 360 LTD,Rp 15.000.000 - Rp 30.000.000 / month ,"Bachelor's degree or higher in marketing, media or a related major.
1-3 years of sales or customer service experience, media or advertising industry preferred.
Excellent communication skills, sales skills, and self-motivation.",
Staff Administrasi,Full time,PT Guna Anta Logistik,Rp 6.000.000 - Rp 10.000.000 / month ,"Male and female
Maximum age 32 years old
Good communication and interpersonal skill
Education D3-S1 (to fill the head of administration)
Fluent in English (oral and written).word, excel and powerpoint)
Able to work in a team and individually
Able to work independently and in a team
Computer literate (Ms. office)
Willing to be placed in Cikarang, Bekasi
Experience in the same position
Fresh graduates are welcome to apply",
Staff Accounting,Full time,PT Sanda Inti Abadi,Rp 6.000.000 - Rp 10.000.000 / month ,"Male and female
Maximum age 30 years
Education min. D3 / S1 accounting / accounting information system/ Taxation
Menguasai Microsoft Office
Good command in English both oral and written
Bachelor Degree in accounting
Able to operate ms data processing.excel
Minimum Bachelor Degree in finance / accountancy. 1 yr
Able to work independently and in a team",
,,,,,
Data Entry & Collection Support Coordinator,Full time,PT Magada Tirta Amerta,Rp 2.000.000 - Rp 2.400.000 / month,"Male / Female
Experienced
Diploma
21 - 47 years old
Candidate must possess at least a bachelor's degree
Province appropriate work placement (Special Region of Yogyakarta)",
Officer Data Entry (ODE),Full time,PT Parion Indo Tama,Rp 6.000.000 - Rp 10.000.000 / month,"Male and female
Maximum age 33 years old
Pendidikan minimal S1 accounting
Minimum 1 year working experience
Fresh Graduates Are Welcome To Apply
Able to work in a team
Fluent in English both oral and written
Be selective and responsible",
,,,,,
Video Tiktok Creator,Full time,Myiwe Beauty,Rp 1.500.000 - Rp 2.500.000 / month,"Conduct research related to topics that will be raised into content.
Create video content, articles, infographics, and more in a relevant style.
Can utilize various digital platforms to create structured drafts.
Target content to a specific audience and focus on trending topics.
Analyze web traffic to measure the success of content.
Male / Female
Experienced
SMA/SMK
17 - 25 years old
Candidate must possess at least a bachelor's degree
The city is located in the heart of the city (kab. Malang)",
Admin Marketplace & Social Media,Full time,Rasa Juara Indonesia,Rp 2.500.000 - Rp 3.000.000 / month,"Male/Female, age 21 - 28 years old
Minimum D3 from any major
Have experience in managing marketplaces and social media.
Skilled in creating creative content and have a sense of branding.
Able to work well under pressure and with targets.
Experienced with the use of social media and marketplace analytics tools.
Good communication skills and able to deal with customers patiently and professionally.
Willing to be placed in Cikarang, Bekasi. Bandung
Male / Female
Experienced
Diploma
20 - 30 years old
Candidate must possess at least a bachelor's degree
The city is located in the heart of the city (kab. Bandung)",
Remote Associate Art Director,Full time,Design Pickle,"Rp 27,935,142 per month","Robust conceptual, graphic design, type, and page layout skills for projects ranging from print to interactive to broadcast.
Exceptional eye for detail and a deep understanding of the technical aspects of branding.
Excellent communication skills, with an ability to clearly explain brand guidelines and their reasons.
Practical understanding of Adobe Creative Cloud: Photoshop, Illustrator, InDesign, After Effects, Premiere Pro, and Acrobat.
Practical understanding of Canva, Figma, Microsoft PowerPoint, and Google Slides.
Proficient in organizing and comprehending project requirements, even when they may not be well-defined.
Strong organizational and time-management skills and the ability to prioritize tasks and meet deadlines to ensure timely delivery of high-quality work.
Decision-making, negotiation, and forward-thinking skills.",
,,,,,
Customer Service English,Full time,PT. Radikari,Rp 5.000.000 - Rp 7.000.000 / month,"D3/S1 from any discipline.
Hospitality Vocational School graduates are welcome to apply
Preferably has at least 1 year of experience in Flight/Travel Industry
Preferably have active English skills (speaking / writing)
Maximum Age 30
Familiar With Travel agency
Familiar with salesforce
Have good logical analysis and critical thinking skills
Empathy and good communication.
Process-oriented
Ready for working under pressure.
Ready for working Shift.
Good writing and speaking skills.
Pria/Wanita
Berpengalaman
Diploma
20 - 30 Tahun",
Remote Print Production Design Specialist,Full time,Design Pickle,"Rp 25,380,432 per month.","Bachelor’s degree in Graphic Design, Print Production, or a related field.
Proven track record of excellence in using Adobe InDesign and other print production tools for professional print projects.
Extensive experience with pre-press and press preparation processes, including a deep understanding of ink types, paper stocks, color management, and proofing techniques.
Advanced knowledge of additional print production tools and technologies. Ability to integrate these tools into workflows to enhance productivity and quality.
Exceptional attention to detail, with strong analytical and problem-solving abilities. Capable of troubleshooting and resolving complex print production issues.
Exceptional communication and interpersonal skills to build effective relationships, resolve conflicts constructively, and foster collaboration and teamwork.
Highly adaptable, able to quickly adjust to changes in project requirements, client feedback, and industry trends while maintaining a proactive and positive attitude.
Proficiency in utilizing remote work tools and technologies, coordinating virtual teams, maintaining productivity, ensuring effective communication, and creating a cohesive and engaged remote work environment.",
Finance Internship,Contract ,INDORENT,Rp 2.000.000 -Rp 2.200.000 / month,"Male
Able to work independently and in a team as well as individually
Already do not have a class schedule / Employee class lecture Saturday-Sunday 
Able to operate Ms.Candidate must possess at least a bachelor's degree, master's Degree / Post Graduate Degree, Engineering (Computer / Telecommunication), Engineering 
Willing To Be Placed In Cikarang, Bekasi
No Work Experience
Diploma
17 - 25 years old
Candidate must possess at least a bachelor's degree
Province appropriate work placement (Jakarta)",
Administration Staff,Full time,PT Pandu Sukses Tama,Rp 6.000.000 - Rp 10.000.000 / month,"Male / Female
Maximum Age 33 Years Old
Minimum education: High School / Vocational School / D3 / S1
Minimum 1 Year Experience As Administration
Menguasai MS. Office (Word, Excel, Power Point)
Good communication and interpersonal skill
Willing to be placed in Cikarang, Bekasi
Proficient in MS. Office. Office. Word, Excel, PowerPoint and Internet
Able to work in a team and individually
Fresh Graduate Wellcome
Able to work under pressure",
Frontend Engineer,Full time,Legal Templates LLC,"Rp  26,437,950 to Rp 33,047,437.5 IDR per month.","At least 3+ years of experience working with React or other JavaScript frontend frameworks.
Experienced with React state containers (Redux or Flux).
Experienced with TypeScript.
Experience solving cross-browser compatibility issues and ways to work around them.
Experience writing robust test cases through Unit Test and Snapshots is a must.
Experience working with Ruby on Rails is a plus.
You exhibit a strong understanding of code versioning tools (Git).
You always test your code, both backend and frontend.
Strong focus on A/B testing methodologies, experience with VWO is a plus.
Ability to read, write and speak fluent English.",
Sales manager,Full time,Third Party Formations,Rp 10.000.000 - Rp 20.000.000 / month,"Bachelor's degree in business, marketing or related field
Minimum 5 years experience in sales leadership position
Proven track record in meeting and exceeding sales goals
Excellent leadership and team management skills
Ability to promote collaboration and mutual respect
Excellent interpersonal and communication skills",
Sales Executive,Full time,Algorithmics Global FZE,IDR 4.500.000 - 15.000.000/month,"Have experience in sales B2C/B2B / B2G or in sales, preference in sales in related fields
Have a Laptop/PC / Personal Computer and good internet connection
Good communication skill
Have strong negotiation skills and can convince potential customers
Have a good understanding of the products and services offered.
Ability to work independently as well as in a team.
Ability to work under pressure and achieve sales targets
Have experience in teaching / training/coaching/presenting something to be an added value
Having knowledge of the world of programming, especially Python and Scratch is an added value",
Telemarketing,Full time,Algorithmics Global FZE,IDR 3.120.800 - 7.802.000 / month,"Good communication and interpersonal skills
Good communication skill in English
Have the ability to convince potential customers
Have a good understanding of the products and services offered.
Ability to work independently as well as in a team.
Ability to work under pressure
Fast learner and has good phone call experience
Having experience in sales and knowledge of CRM systems is an added value",
Client Relationship Manager,Full time,Algorithmics Global FZE,IDR 3.104.200 - 7.802.000 / month,"Have experience in the field of Customer Service with professionalism hardselling and softselling
Good communication and interpersonal skills
Have experience in the field of sales B2C / B2B/B2G, B2C is an added value
Having knowledge of CRM system is an added value
Good communication skill in English
Have strong negotiation skills and can convince potential customers
Have a good understanding of the products and services offered.
Ability to work independently as well as in a team.
Ability to work under pressure and achieve sales targets
Fast learner, has strong product knowledge and experience making good phone calls
Have experience in teaching / training/coaching/presenting something to be an added value
Having knowledge of the world of programming, especially Python and Scratch is an added value",
Direct Sales,Full time,Algorithmics Global FZE,"IDR 4,500, 000 - 15,000,000 / month","Have experience in the field of sales B2C/B2B / B2G or in sales, preference in sales in the field
related
Good communication and interpersonal skills
Good communication skill in English
Have strong negotiation skills and can convince potential customers
Have a good understanding of the products and services offered.
Ability to work independently as well as in a team.
Ability to work under pressure and achieve sales targets
Have experience in teaching / training/coaching/presenting something to be an added value
Having knowledge of the world of programming, especially Python and Scratch is an added value",
Field Collector (Bandung city),Contract ,Kredivo Group,IDR 4.200.000 - 4.210.000 / month,"Age 18 - 40 years old
Minimum 2 years experience as collector
Good command of written and spoken English
Know the area well
Good communication and negotiation skills
Minimum bachelor degree",
Field collector (West LOMBOK),Contract ,Kredivo Group,IDR 3.000.000 - 3.500.000 / Month,"Age 18 - 40 years
Preferably have at least 2 years experience as a collector/collector
Have a two-wheeled vehicle and a valid driver's License C
 Know the area well
Good communication and negotiation skills
 Minimum bachelor degree",
Field Collector (GIANYAR),Contract ,Kredivo Group,IDR3.500.000 - 5.000.000 / Month,"Age 18 - 40 years
Preferably have at least 2 years experience as a collector/collector
Have a two-wheeled vehicle and a valid driver's License C
 Know the area well
Good communication and negotiation skills
 Minimum bachelor degree",
"Field Collector (DENPASAR)
",Contract ,Kredivo Group,IDR 3.500.000 - 4.000.000 / Month,"Age 18 - 40 years
Preferably have at least 2 years experience as a collector/collector
Have a two-wheeled vehicle and a valid driver's License C
 Know the area well
Good communication and negotiation skills
 Minimum bachelor degree",
Field Collector (Bandung regency),Contract ,Kredivo Group,IDR 4.200.000 - 4.210.000 / Month,"Age 18 - 40 years
Preferably have at least 2 years experience as a collector/collector
Have a two-wheeled vehicle and a valid driver's License C
 Know the area well
Good communication and negotiation skills
 Minimum bachelor degree",
Online Admin (Field Travel),Full time,Pulang Hari Explorations,IDR 1.000.000 - 1.250.000 / Month,"Male / Female, minimum age 20 years.
Have a mobile phone with a stable internet connection.
Thorough and quick response in recording orders.
Proficient in using WhatsApp and simple spreadsheet applications (Google Sheets/Excel).",
Content Writer,,,,,
,apprenticeship,Podcast Somestory,IDR 1.000.000 - 2.000.000 / Month,"Minimum bachelor degree
Less than 1 year experience",
Fullstack Engineer Project Based,Contract ,PT Okta Prima Mulya,IDR 4.000.000 - 8.000.000 / Month,"At least 2 years of working experience
Deign to sharescreen while working and completing commitments nimbly
 Ability and experience in using NextJS, React, Redux
Ability and experience in the use of Typescript, Socket io, PostgreSQL, Sequelize
Understand Linux Server
Can work independently
Fast response & love challenges
Main working hours start at 08.30 WIB-17.30",
Sales Marketing,Part-time,PT Urban Media Network,IDR 1.000.000 - 5.000.000 / month,"Minimum education SMA / SMK, preferably if you have a degree in marketing, business management, or related fields.
Work experience in sales or marketing is an added value.
Have good communication, negotiation and presentation skills.
Target oriented and able to work under pressure.
Be able to use technology, Excel, or other digital devices.",
Freelance Partnership Reseller,Freelance ,Pt. Cipta Gagah Perkasa,IDR 1.000.000 - 5.000.000 / month,"Minimal SMA/SMK
Pengalaman kurang dari 1 tahun",
Technical Writer,Full time,PT. Aktuator Cipta Cendekia,IDR 3.000.000 - 4.000.000 / month,"Diploma in Business Administration, Legal Studies, or a related field.
Experience in compliance management, tender administration, and sales support.
Strong organizational skills and attention to detail.
Ability to coordinate and communicate effectively across departments and with external partners.
Proactive and independent worker with a results-driven approach.
Excellent written and verbal communication skills in both English and Bahasa Indonesia.",
Junior CRM Executive,Full time,Revou,IDR 5.000.000 - 7.000.000 / month," Great copywriting skill: you have to be highly skilled in writing high converting and engaging email contents
Understand how email marketing platform works and other CRM tools
Fast learner: you will be dealing with a lot of data from different sources and you need to grasp it quickly.
Data-driven mindset: proven ability to perform relevant data analyses, draw key insights, and use data to form and execute a strategy
Consumer service obsessed: uses and loves to see how brands are communicating with customers and comes with ideas and inspiration on how we can improve our approach
Growth mindset - willingness to learn and improve: unhappy with business as usual, you are constantly looking at new opportunities to improve the efficiency and effectiveness of your work and how things are done.
Confident with your time and project management skill: you will be working with multiple stakeholders at the same time including but not limited to your team and other project owners on a daily basis. So you will need to be able to manage your time between operational tasks and continuous improvement.
Experience working in a high-paced environment that iterates on weekly or monthly cycles rather than semester or annual cycles
Passionate about education and obsessed about seeing our students succeeding in their careers: we are building a culture of people obsessively passionate about our mission and the impact we can have on the lives of millions of people",
Content Writer Music Intern Kekitaan,apprenticeship,kekitaan,IDR 1.000.000 - 2.700.000 / month,"Open to SHS students, university students, or fresh graduates from any major.
No experience? No problem! We welcome eager learners with high motivation.
Enthusiastic, adaptable, and committed to a 3-month internship program.
Strong communication skills, responsibility, and discipline.",
Inbox Management Specialist,Full time,devlo LLC,IDR 5.000.000 - 7.000.000 / month,"Minimum Bachelor Degree (S1)
Less than 1 year experience",
Social Media Content Creator & Community Manager,Full time,Yummy Yummy Tummy Inc,IDR 4.000.000 - 4.500.000 / month,"Minimum Bachelor Degree (S1)
1-3 years experience",
"
Content Writer Remote Working",Contract ,Cakrawala University,IDR 2.000.000 - 2.500.000 / month,"Bachelor's degree in Communications, Journalism, Literature or a related field
Minimum 1-2 years of experience working in writing SEO-based articles, especially in education industry
It is mandatory to include a portfolio
Excellent writing and editing skills with strong grammar proficiency in Indonesian and/or English
Proficiency in SEO tools (Google Analytics, SEMrush or similar)
Proficient in SEO concepts, including on-page techniques, understanding search intent and analyzing competito content
Outstanding written and verbal communication skills
High creativity in producing engaging and relevant content
Detail-oriented with excellent time management skills
Understanding trends in social media and higher education communication
Able to work independently and as a part of a team
Knowledge in Finance, IT, Data Science, Digital Business and marketing is considered a plus",
Freelance Content Creator for Dibilabs Agency,Freelance,PT Dibilabs Agensi Indonesia,IDR 1.100.000 - 2.000.000 / month,"Age 40+ (for mature look purposes)
Male or Female (non hijab for brand representation purposes)
Proven experience as a content creator (portfolio required)
Strong skills in content creation across various platforms especially Instagram & TikTok
Ability to generate fresh ideas and creative concepts
Excellent communication skills and ability to work in a team environment
Highly organized, detail-oriented and able to meet tight deadlines
Familiarity with current social media trends and algorithm updates
Creative and productive in problem-solving and overcoming challenges",
"
Senior Ruby on Rails Developer - Fully Remote Work",Full time,PT ATASK TEKNOLOGI INTERNASIONAL,IDR 10.000.000 - 40.000.000 / month,"10+ years of experience developing software using Ruby and Ruby on Rails
Proficiency in writing REST-based APIs
Experience with PostgreSQL
Skills in frontend technologies: HTML, CSS, JavaScript
Familiarity with Scrum Agile
Strong analytical and problem-solving abilities
A positive, team-player attitude
Excellent communication skills in English, both written and spoken",
"
Coding Teacher",Full time,BrightCHAMPS,IDR 2.000.000 - 6.000.000 / month,"Bachelor's degree in IT, Engineering, Science, or related fields.
Fluent in Bahasa, with basic English.
3+ years of teaching experience.
Strong knowledge in coding tools like Scratch, Python, etc.
High-speed internet, laptop/PC with a camera and microphone.
Experience with Roblox is a plus!",
Sales Engineer Freelance and Remote,Freelance ,PT ISTECH (Imagine Space Technology),IDR 6.000.000 - 10.000.000 / month,"Minimum 1 year experience in Sales / Marketing
Strong communication skills
Knowledge of Information Technology (MS Office, Online Meeting, Digital Marketing, dil)
Good selling and networking skills
Competent in presentations and demonstrations
Proven ability in achieving sales targets
Have a Laptop or Tablet for application demo and presentation purposes",
Internship Content Marketing,Apprenticeship,The Swim Starter,IDR 1.500.000 - 2.000.000 / month,"Confident and comfortable in front of the camera
Interested in social media and content marketing trends
Have good organizational skills and attention to detail
Passionate about working in a fun, child-focused environment
Get used to using basic photo/video editing tools (e.g. Canva, Capcut)
Good writing skills for captions and copywriting",
"
Short Video Editor Reels/TikTok",Contract ,Ekido,IDR 1.000.000 - 2.000.000 / month,"Editing short Reels/TikTok videos using CapCut PC with high proficiency.
Ability to create engaging video animations using Canva.
Understanding and mastering the latest features of CapCut and Canva to ensure high-quality edits.
Creatively assembling videos according to the desired editing styles of clients.
Showcasing a portfolio of specialized work in creating short Reels/TikTok videos, especially talking head video.
Experience in managing social media content such as Instagram or TikTok is a plus.",
"
Community & Marketing Intern",Apprenticeship,Sociabuzz,IDR 1.750.000 - 1.750.001 / month,"Minimum bachelor degree
Less than 1 year experience 
Available for 6 months full-time internship
Fluent in English, proactive, self-motivated, self discipline",
Content Moderator & Customer Support Intern,Apprenticeship,Sociabuzz,IDR 2.500.000 - 2.500.001 / month,"Minimum bachelor degree
Less than 1 year experience 
Available for 6 months full-time internship
Willing to work at least 5 days a week, from midnight to morning (00:00 - 08.00 WIB)
Fluent in English, proactive, self-motivated, self disciplined",
"
Remote English-Indonesian & English-Javanese Translator",Full time,PT STAR Software Indonesia,IDR 2.300.000 - 2.600.000 / month,"- Having a good command of English, Indonesian, and (preferably but not compulsory) Javanese
- Available to work during office hours (09:00-18:00)
- Having a laptop with minimum CPU Core i3 or AMD Ryzen 3, at least 6GB of RAM or more, and 15GB free space on disk C (preferably SSD)
- Having experience in using CAT tools is an asset
- Preferably resides in Yogyakarta area or willing to come to Yogyakarta (for training purposes)",
Account Executive,Full time,PT. Evolusi Kreasi Indonesia,IDR 3.000.000 - 6.000.000 / month,"Minimum bachelor degree
Experience in B2B sales, particularly within the manufacturing sector.
Proven track record of exceeding sales targets.",
Digital Content Creator,Part-Time,Chrome Asia,IDR 2.000.000 - 3.000.000 / month,"Minimum bachelor degree
3-5 years experience
Proven experience as a content creator, preferably with a portfolio of work that includes photography, videography, and/or graphic design.
A creative eye for storytelling, trends, and design that drives engagement.
Knowledge of social media platforms and a knack for creating viral content.
Familiarity with Al tools (like ChatGPT) and a willingness to use them in your workflow to enhance content creation.
Bonus: Experience with video editing software, Adobe Creative Suite, or similar tools.",
Admin Marketplace  ,Full time,More Life Gaming,IDR 2.500.000 - 3.400.000 / month,"Miin education. SMA/SMK
Domiciled in Jakarta area
Laptops with reasonable specifications must be owned
Have SKCK
Have experience in the position of Marketplace Admin min. 1-2 years
 Able to work in a team and individually
Able to communicate well and have a desire to learn new things
Understanding of Playstation games is an added value",
TikTok Live Stream Host Pria ,Full time,PT Guangwei Indonesia,IDR 2.000.000 - 4.000.000 / month,"Proven experience as a live broadcast host or similar role in sales and marketing
Have strong on-camera skills and outstanding communication skills
Ability to attract and entertain an online audience
Knowledge of social media platforms and live broadcast tools
Sales oriented with passion to achieve target
Creative, energetic and able to adapt to changing trends and feedback",
Account Executive,Full time,PT. Evolusi Kreasi Indonesia,IDR 3.000.000 - 6.000.000 / month,"Minimum bachelor degree
Experience in B2B sales, particularly within the manufacturing sector.
Proven track record of exceeding sales targets.",
Videographer dan Editor Video,Full time,Pt Lemone Surya Indonesia,IDR 4.000.000 - 5.000.000 / month,"Minimum bachelor degree
1-3 years experience",
Staff Finance Accounting,Full time,PT. Recome Teknologi Indonesia,IDR 5.000.000 - 8.000.000 / month,"Bachelor's degree in Accounting, Finance, or a related field.
Work experience of at least 2 years in finance or accounting.
Strong analytical skills and attention to detail.
Experience with accounting software and ERP systems.
Understand and update about taxation
Ability to use ms Excel",
"
Assisten SPV FAT",Full time,Pt Lemone Surya Indonesia,"
IDR 5.000.000 - 6.500.000 / month","Minimum education S1 accounting / S1 Economics Accounting, required female.
Must be familiar with using Accurate and E-invoicing applications.
Minimum 2-3 years experience in accounting field.
Have work experience in the field of Enterprise: Manufacturing, Textile garment Production, or trade.
Able to journal, closing accounts, recognizing transactions well, and understanding the flow of account recording in financial statements.",
Sales Marketing,Full time,Pt Ekata Logue Ekologika,"
IDR 1.500.000 - 3.000.000 / month","Minimum bachelor degree
1-3 years experience",
Marketing Event,Full time,YAYASAN PENDIDIKAN TJOKRO AMIDJOJO,IDR 1.000.000 - 3.500.000 / month,"Minimum Diploma (D1 - D4)
1 - 3 years experience",
Web3 Blockchain and Defi Engineer,Full time,Chrome Asia,IDR 5.000.000 - 8.500.000 / month,"A Bachelor's degree in Computer Science, Mathematics, or a related field.
3+ years experience in blockchain development, especially with stablecoin and DeFi integration.
Full-stack development experience with a good understanding of backend languages such as. Node.js and Python.
Communication skills in good English, with the ability to convey complex technical ideas concisely.",
Designer UI / UX,Full time,Nextlivin,IDR 5.000.000 - 8.000.000 / month,"S1 degree in Graphic Design
At least 1 year of working experience
Proficiency and experience in using design software such as Sketch, Invision, Balsamiq, and
Adobe Photoshop
Basic knowledge of HTML, CSS, and Javascript is an added value
Ability to iterate designs quickly",
Wellness Project Coordinator,Contract ,FITFAMCO PTE. LTD.,IDR 3.500.000 - 5.500.000 / month,"Minimum Degree Holder. Relevant experience as a project/events coordinator is a plus.
Proficiency in Microsoft Word and Excel.
Meticulous, multi-tasker, and eager to learn.
Strong English communication skills, both verbal and written.
Excellent problem-solving abilities.
Ability to work in a fast-paced environment and manage stress well.
Fast-working laptop and internet connection.",
Host Live Streaming Woman,Part-Time,Yours Management Jawa Tengah,IDR 400.000 - 10.000.000 / month,"Female, preferably single
Able to work under pressure
Have high self-confidence
Fast response, smart and innovative
Easy to adapt & communicate (can be passive English)
Good attitude, open minded & willing to learn from company direction
Smartphone RAM minimum 4GB (not full contents & quota 24 hours)
Must have a Telegram",
"
Java Developer",Full time,ADI Consulting,IDR 10.000.000 - 15.000.000 / month,"At least 3 years experience in Java 11 and above
Familiar with Spring, Hibernate/ORM
Familiar with messaging concept using Kafka or similar application
Famililiar in either Oracle or PostgreSQL is an advantage
Familiar with microservice concept and application
Familiar in financial industry is an advantage
Willing to work on the 3-month project
Able to join as soon as possible
Willing to work fully from the office",
Java Developer,Full time,Neekosa Pakar Services,IDR 8.000.000 - 12.000.000 / month,"Bachelor Degree (S1)
1-3 years experience
Has experience using Java Springboot
Has experience handling unit testing
Has 3 years of working exprience as Java Developer
Willing to working with banking or Assurance project",
Java Developer,Full time,"
PT Kwadran Lima Indonesia",IDR7.000.000 - 10.000.000 / Bulan,"Education minimum Diploma (D3) in Computer Science or Information Technologty
Having minimum 3 - 5 year experience in Backend Developer with Java and Object-Oriented Programming (OOP)
skills
Familiarity with popular frameworks: Spring Framework (Spring Boot) or Hibernate
Programming skills with proficiency in at least one programming language in addition to Golang
Excellent problem-solving and analytical skills
Experience in developing RESTful APIs
Willing to work on-site in DKI Jakarta",
